Pokédex Number,Pokémon Name,Types,Image URL,Abilities,Moves,Description
35.0,Clefairy,['Fairy'],https://img.pokemondb.net/sprites/home/normal/2x/clefairy.jpg,"['cute-charm', 'magic-guard', 'friend-guard']","['pound', 'double-slap', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'growl', 'sing', 'flamethrower', 'water-gun', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'psychic', 'rage', 'teleport', 'night-shade', 'mimic', 'double-team', 'minimize', 'defense-curl', 'light-screen', 'reflect', 'bide', 'metronome', 'fire-blast', 'swift', 'skull-bash', 'amnesia', 'soft-boiled', 'dream-eater', 'flash', 'psywave', 'splash', 'rest', 'tri-attack', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'sweet-kiss', 'mud-slap', 'zap-cannon', 'icy-wind', 'detect', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'present', 'frustration', 'safeguard', 'dynamic-punch', 'baton-pass', 'encore', 'iron-tail', 'moonlight', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'uproar', 'facade', 'focus-punch', 'follow-me', 'helping-hand', 'trick', 'role-play', 'wish', 'magic-coat', 'recycle', 'brick-break', 'knock-off', 'endeavor', 'skill-swap', 'imprison', 'snatch', 'secret-power', 'hyper-voice', 'meteor-mash', 'fake-tears', 'tickle', 'cosmic-power', 'signal-beam', 'bounce', 'covet', 'magical-leaf', 'calm-mind', 'shock-wave', 'water-pulse', 'gravity', 'wake-up-slap', 'healing-wish', 'natural-gift', 'fling', 'lucky-chant', 'copycat', 'last-resort', 'drain-punch', 'zen-headbutt', 'captivate', 'stealth-rock', 'grass-knot', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'after-you', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'heal-pulse', 'incinerate', 'retaliate', 'bestow', 'work-up', 'disarming-voice', 'draining-kiss', 'misty-terrain', 'play-rough', 'fairy-wind', 'moonblast', 'confide', 'mystical-fire', 'dazzling-gleam', 'baby-doll-eyes', 'power-up-punch', 'spotlight', 'life-dew', 'meteor-beam', 'misty-explosion', 'dual-wingbeat', 'tera-blast', 'chilling-water', 'alluring-voice']","Timid creatures, they rarely come out, only appearing in groups to dance under a full moon. While dancing, the nearby area is enveloped in a magnetic field."
36.0,Clefable,['Fairy'],https://img.pokemondb.net/sprites/home/normal/2x/clefable.jpg,"['cute-charm', 'magic-guard', 'unaware']","['pound', 'double-slap', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'growl', 'sing', 'flamethrower', 'water-gun', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'psychic', 'rage', 'teleport', 'night-shade', 'mimic', 'double-team', 'minimize', 'defense-curl', 'light-screen', 'reflect', 'bide', 'metronome', 'fire-blast', 'swift', 'skull-bash', 'amnesia', 'soft-boiled', 'dream-eater', 'flash', 'psywave', 'splash', 'rest', 'tri-attack', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'sweet-kiss', 'mud-slap', 'zap-cannon', 'icy-wind', 'detect', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'present', 'frustration', 'safeguard', 'dynamic-punch', 'baton-pass', 'encore', 'iron-tail', 'moonlight', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'rock-smash', 'uproar', 'facade', 'focus-punch', 'follow-me', 'helping-hand', 'trick', 'role-play', 'wish', 'magic-coat', 'recycle', 'brick-break', 'knock-off', 'endeavor', 'skill-swap', 'imprison', 'snatch', 'secret-power', 'hyper-voice', 'meteor-mash', 'fake-tears', 'tickle', 'cosmic-power', 'signal-beam', 'bounce', 'covet', 'magical-leaf', 'calm-mind', 'shock-wave', 'water-pulse', 'gravity', 'healing-wish', 'natural-gift', 'fling', 'copycat', 'last-resort', 'drain-punch', 'focus-blast', 'giga-impact', 'zen-headbutt', 'captivate', 'stealth-rock', 'grass-knot', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'after-you', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'heal-pulse', 'incinerate', 'retaliate', 'work-up', 'disarming-voice', 'draining-kiss', 'misty-terrain', 'play-rough', 'fairy-wind', 'moonblast', 'confide', 'mystical-fire', 'dazzling-gleam', 'baby-doll-eyes', 'power-up-punch', 'spotlight', 'laser-focus', 'life-dew', 'meteor-beam', 'misty-explosion', 'dual-wingbeat', 'tera-blast', 'chilling-water', 'alluring-voice']","It and Clefairy are said to have come from the moon, and spend full moon nights staring at it. Its hearing is acute, being able to hear pin drops from up to 1,100 yards away, so it lives in quiet mountainous areas. Its steps are light and floaty enough to allow it to walk on water."
37.0,Vulpix,['Fire'],https://img.pokemondb.net/sprites/home/normal/2x/vulpix.jpg,"['flash-fire', 'drought']","['headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'roar', 'disable', 'ember', 'flamethrower', 'fire-spin', 'dig', 'toxic', 'hypnosis', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'confuse-ray', 'reflect', 'bide', 'fire-blast', 'swift', 'skull-bash', 'rest', 'substitute', 'flame-wheel', 'snore', 'curse', 'flail', 'spite', 'protect', 'feint-attack', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'baton-pass', 'encore', 'iron-tail', 'hidden-power', 'sunny-day', 'psych-up', 'heat-wave', 'will-o-wisp', 'memento', 'facade', 'helping-hand', 'role-play', 'imprison', 'grudge', 'secret-power', 'weather-ball', 'overheat', 'extrasensory', 'howl', 'covet', 'healing-wish', 'natural-gift', 'payback', 'power-swap', 'flare-blitz', 'dark-pulse', 'energy-ball', 'nasty-plot', 'zen-headbutt', 'captivate', 'ominous-wind', 'flame-burst', 'flame-charge', 'foul-play', 'round', 'hex', 'incinerate', 'inferno', 'tail-slap', 'snarl', 'confide', 'mystical-fire', 'baby-doll-eyes', 'burning-jealousy', 'tera-blast']","When it is born, it has one white tail that sprouts into 6 curled ones at the tip as it gets older. It can freely control fire, creating will-o-wisps that are commonly mistaken for ghosts. Before it evolves, its tails glow hotter than usual. If not properly groomed, its tails will tangle up. If raised young, it will follow its trainer like a puppy. It has an Ice-typeAlolan form. It has been selected as an ""ambassador"" forHokkaido,[25][26]and it and its Alolan form have been featured in the livery of anAir DoBoeing 767aircraft.[27]"
38.0,Ninetales,['Fire'],https://img.pokemondb.net/sprites/home/normal/2x/ninetales.jpg,"['flash-fire', 'drought']","['headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'roar', 'disable', 'ember', 'flamethrower', 'hyper-beam', 'solar-beam', 'fire-spin', 'dig', 'toxic', 'hypnosis', 'agility', 'quick-attack', 'rage', 'night-shade', 'mimic', 'double-team', 'confuse-ray', 'reflect', 'bide', 'fire-blast', 'swift', 'skull-bash', 'dream-eater', 'rest', 'substitute', 'flame-wheel', 'snore', 'curse', 'flail', 'spite', 'protect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'baton-pass', 'encore', 'iron-tail', 'hidden-power', 'sunny-day', 'psych-up', 'shadow-ball', 'heat-wave', 'will-o-wisp', 'memento', 'facade', 'helping-hand', 'role-play', 'imprison', 'grudge', 'secret-power', 'weather-ball', 'fake-tears', 'overheat', 'extrasensory', 'howl', 'covet', 'calm-mind', 'healing-wish', 'natural-gift', 'payback', 'power-swap', 'flare-blitz', 'dark-pulse', 'energy-ball', 'giga-impact', 'nasty-plot', 'zen-headbutt', 'captivate', 'ominous-wind', 'psyshock', 'flame-charge', 'foul-play', 'round', 'stored-power', 'hex', 'incinerate', 'inferno', 'tail-slap', 'snarl', 'confide', 'mystical-fire', 'baby-doll-eyes', 'laser-focus', 'burning-jealousy', 'scorching-sands', 'tera-blast']","Its design is inspired by thenine-tailed foxof East Asian myth.[28]It can understand human speech, use its psychic power to control minds, and curse anyone who mistreats it. According to legends, nine saints reincarnated as Ninetales, and each of its tails has a different ability. It has an Ice/Fairy-typeAlolan form."
39.0,Jigglypuff,"['Normal', 'Fairy']",https://img.pokemondb.net/sprites/home/normal/2x/jigglypuff.jpg,"['cute-charm', 'competitive', 'friend-guard']","['pound', 'double-slap', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'sing', 'disable', 'flamethrower', 'water-gun', 'ice-beam', 'blizzard', 'bubble-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'psychic', 'rage', 'teleport', 'mimic', 'screech', 'double-team', 'defense-curl', 'light-screen', 'reflect', 'bide', 'metronome', 'self-destruct', 'fire-blast', 'swift', 'skull-bash', 'amnesia', 'dream-eater', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'sweet-kiss', 'mud-slap', 'zap-cannon', 'icy-wind', 'detect', 'sandstorm', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'pain-split', 'dynamic-punch', 'baton-pass', 'encore', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'stockpile', 'spit-up', 'swallow', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'role-play', 'magic-coat', 'recycle', 'brick-break', 'knock-off', 'endeavor', 'skill-swap', 'snatch', 'secret-power', 'hyper-voice', 'fake-tears', 'bounce', 'covet', 'magical-leaf', 'calm-mind', 'shock-wave', 'water-pulse', 'gravity', 'wake-up-slap', 'gyro-ball', 'natural-gift', 'fling', 'copycat', 'last-resort', 'dark-pulse', 'drain-punch', 'energy-ball', 'nasty-plot', 'zen-headbutt', 'captivate', 'stealth-rock', 'grass-knot', 'charge-beam', 'psyshock', 'telekinesis', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'incinerate', 'retaliate', 'work-up', 'wild-charge', 'disarming-voice', 'draining-kiss', 'misty-terrain', 'play-rough', 'play-nice', 'confide', 'dazzling-gleam', 'power-up-punch', 'body-press', 'steel-roller', 'misty-explosion', 'tera-blast', 'ice-spinner', 'trailblaze', 'chilling-water', 'alluring-voice', 'psychic-noise']","It is a playable character in everySuper Smash Bros.game. It can inflate itself like a balloon to float around and it can sing. Its voice's wavelength can match the brain waves of sleeping people and Pokémon, lulling them to sleep. If the foe does not fall asleep, it can risk its life by singing until it runs out of air. It also keeps singing if the foe does fall asleep."
40.0,Wigglytuff,"['Normal', 'Fairy']",https://img.pokemondb.net/sprites/home/normal/2x/wigglytuff.jpg,"['cute-charm', 'competitive', 'frisk']","['pound', 'double-slap', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'sing', 'disable', 'flamethrower', 'water-gun', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'psychic', 'rage', 'teleport', 'mimic', 'screech', 'double-team', 'minimize', 'defense-curl', 'light-screen', 'reflect', 'bide', 'metronome', 'self-destruct', 'fire-blast', 'swift', 'skull-bash', 'amnesia', 'dream-eater', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'sweet-kiss', 'mud-slap', 'zap-cannon', 'icy-wind', 'detect', 'sandstorm', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'pain-split', 'dynamic-punch', 'baton-pass', 'encore', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'stockpile', 'spit-up', 'swallow', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'role-play', 'magic-coat', 'recycle', 'brick-break', 'knock-off', 'endeavor', 'skill-swap', 'snatch', 'secret-power', 'hyper-voice', 'fake-tears', 'bounce', 'covet', 'magical-leaf', 'calm-mind', 'shock-wave', 'water-pulse', 'gravity', 'gyro-ball', 'natural-gift', 'fling', 'copycat', 'last-resort', 'dark-pulse', 'drain-punch', 'focus-blast', 'energy-ball', 'giga-impact', 'nasty-plot', 'zen-headbutt', 'captivate', 'stealth-rock', 'grass-knot', 'charge-beam', 'psyshock', 'telekinesis', 'magic-room', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'incinerate', 'retaliate', 'work-up', 'wild-charge', 'disarming-voice', 'draining-kiss', 'misty-terrain', 'play-rough', 'confide', 'dazzling-gleam', 'power-up-punch', 'laser-focus', 'body-press', 'expanding-force', 'steel-roller', 'misty-explosion', 'tera-blast', 'ice-spinner', 'trailblaze', 'chilling-water', 'alluring-voice', 'psychic-noise']","By inhaling air, it can inflate itself to up to 20 times its size, and float around. It does so to scare opponents away or compete with other Wigglytuff."
41.0,Zubat,"['Poison', 'Flying']",https://img.pokemondb.net/sprites/home/normal/2x/zubat.jpg,"['inner-focus', 'infiltrator']","['razor-wind', 'gust', 'wing-attack', 'whirlwind', 'fly', 'headbutt', 'take-down', 'double-edge', 'bite', 'supersonic', 'absorb', 'mega-drain', 'toxic', 'hypnosis', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'confuse-ray', 'haze', 'bide', 'swift', 'leech-life', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'feint-attack', 'sludge-bomb', 'detect', 'giga-drain', 'endure', 'swagger', 'steel-wing', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'uproar', 'heat-wave', 'torment', 'facade', 'taunt', 'snatch', 'secret-power', 'poison-fang', 'astonish', 'air-cutter', 'aerial-ace', 'roost', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'payback', 'assurance', 'air-slash', 'brave-bird', 'nasty-plot', 'zen-headbutt', 'defog', 'cross-poison', 'captivate', 'ominous-wind', 'venoshock', 'round', 'quick-guard', 'acrobatics', 'confide', 'venom-drench', 'dual-wingbeat']","Zubat has evolved to not have eyes or nostrils, so it uses echolocation to find its way. It hides in dark places while the sun is out, as its skin is sensitive to bright lights. Groups of Zubat will gather around in the cold to heat each other's bodies."
42.0,Golbat,"['Poison', 'Flying']",https://img.pokemondb.net/sprites/home/normal/2x/golbat.jpg,"['inner-focus', 'infiltrator']","['razor-wind', 'gust', 'wing-attack', 'whirlwind', 'fly', 'headbutt', 'take-down', 'double-edge', 'bite', 'supersonic', 'hyper-beam', 'absorb', 'mega-drain', 'toxic', 'hypnosis', 'agility', 'quick-attack', 'rage', 'mimic', 'screech', 'double-team', 'confuse-ray', 'haze', 'bide', 'swift', 'leech-life', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'detect', 'giga-drain', 'endure', 'swagger', 'steel-wing', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'uproar', 'heat-wave', 'torment', 'facade', 'taunt', 'snatch', 'secret-power', 'poison-fang', 'astonish', 'air-cutter', 'aerial-ace', 'roost', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'payback', 'assurance', 'air-slash', 'brave-bird', 'giga-impact', 'nasty-plot', 'zen-headbutt', 'defog', 'cross-poison', 'captivate', 'ominous-wind', 'venoshock', 'round', 'quick-guard', 'acrobatics', 'confide', 'venom-drench', 'dual-wingbeat']","Its fangs are hollow like straws. It uses them to stab through the hide of its prey, but may break them when trying to bite a Steel-type Pokémon. It may sometimes suck so much blood that its blood type changes to that of its prey, and its weight leaves it unable to fly, making it easy prey."
43.0,Oddish,"['Grass', 'Poison']",https://img.pokemondb.net/sprites/home/normal/2x/oddish.jpg,"['chlorophyll', 'run-away']","['swords-dance', 'cut', 'headbutt', 'take-down', 'double-edge', 'acid', 'absorb', 'mega-drain', 'leech-seed', 'growth', 'razor-leaf', 'solar-beam', 'poison-powder', 'stun-spore', 'sleep-powder', 'petal-dance', 'toxic', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'flash', 'rest', 'substitute', 'snore', 'curse', 'flail', 'protect', 'sludge-bomb', 'giga-drain', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'sweet-scent', 'synthesis', 'moonlight', 'hidden-power', 'sunny-day', 'facade', 'nature-power', 'helping-hand', 'ingrain', 'secret-power', 'teeter-dance', 'tickle', 'bullet-seed', 'magical-leaf', 'natural-gift', 'gastro-acid', 'lucky-chant', 'worry-seed', 'seed-bomb', 'energy-ball', 'leaf-storm', 'captivate', 'grass-knot', 'venoshock', 'acid-spray', 'after-you', 'round', 'grassy-terrain', 'moonblast', 'confide', 'dazzling-gleam', 'infestation', 'strength-sap', 'grassy-glide', 'tera-blast', 'trailblaze']","It buries itself in the soil to absorb the nutrients and to sleep during the day. If pulled out, it starts screaming. A nocturnal Pokémon, it wanders around to scatter seeds and absorb moonlight. It is one of the few species with ascientific name; ""Oddium Wanderus""."
44.0,Gloom,"['Grass', 'Poison']",https://img.pokemondb.net/sprites/home/normal/2x/gloom.jpg,"['chlorophyll', 'stench']","['swords-dance', 'cut', 'headbutt', 'take-down', 'double-edge', 'acid', 'absorb', 'mega-drain', 'leech-seed', 'growth', 'razor-leaf', 'solar-beam', 'poison-powder', 'stun-spore', 'sleep-powder', 'petal-dance', 'toxic', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'flash', 'rest', 'substitute', 'snore', 'curse', 'flail', 'protect', 'sludge-bomb', 'giga-drain', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'sweet-scent', 'synthesis', 'moonlight', 'hidden-power', 'sunny-day', 'facade', 'nature-power', 'helping-hand', 'ingrain', 'secret-power', 'teeter-dance', 'tickle', 'bullet-seed', 'magical-leaf', 'natural-gift', 'fling', 'gastro-acid', 'lucky-chant', 'worry-seed', 'seed-bomb', 'drain-punch', 'energy-ball', 'leaf-storm', 'captivate', 'grass-knot', 'venoshock', 'acid-spray', 'after-you', 'round', 'petal-blizzard', 'grassy-terrain', 'moonblast', 'confide', 'dazzling-gleam', 'infestation', 'strength-sap', 'pollen-puff', 'grassy-glide', 'tera-blast', 'trailblaze']","Its leaves and the drool-like nectar on its mouth smell rancid enough to cause fainting in a mile-wide radius, though some people enjoy the smell, and some use it to produce perfume. It amplifies the odor when in danger, and stops emitting it when safe."
45.0,Vileplume,"['Grass', 'Poison']",https://img.pokemondb.net/sprites/home/normal/2x/vileplume.jpg,"['chlorophyll', 'effect-spore']","['swords-dance', 'cut', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'acid', 'hyper-beam', 'absorb', 'mega-drain', 'leech-seed', 'growth', 'razor-leaf', 'solar-beam', 'poison-powder', 'stun-spore', 'sleep-powder', 'petal-dance', 'toxic', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'flash', 'rest', 'substitute', 'snore', 'curse', 'flail', 'protect', 'sludge-bomb', 'giga-drain', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'sweet-scent', 'synthesis', 'moonlight', 'hidden-power', 'sunny-day', 'facade', 'nature-power', 'helping-hand', 'ingrain', 'secret-power', 'teeter-dance', 'weather-ball', 'aromatherapy', 'tickle', 'bullet-seed', 'magical-leaf', 'natural-gift', 'fling', 'gastro-acid', 'worry-seed', 'seed-bomb', 'drain-punch', 'energy-ball', 'giga-impact', 'leaf-storm', 'captivate', 'grass-knot', 'venoshock', 'sludge-wave', 'acid-spray', 'after-you', 'round', 'petal-blizzard', 'grassy-terrain', 'moonblast', 'confide', 'dazzling-gleam', 'infestation', 'strength-sap', 'solar-blade', 'pollen-puff', 'grassy-glide', 'corrosive-gas', 'tera-blast', 'trailblaze']","Vileplume's large petals can be shaken or forcibly bloomed to release clouds of pollen that poison and paralyze anything near it, which it uses to weaken its prey before eating it. Walking around causes it to spread pollen around, turning the air around it yellow."
46.0,Paras,"['Bug', 'Grass']",https://img.pokemondb.net/sprites/home/normal/2x/paras.jpg,"['effect-spore', 'dry-skin', 'damp']","['scratch', 'swords-dance', 'cut', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'psybeam', 'counter', 'absorb', 'mega-drain', 'leech-seed', 'growth', 'solar-beam', 'poison-powder', 'stun-spore', 'sleep-powder', 'string-shot', 'dig', 'toxic', 'agility', 'rage', 'mimic', 'screech', 'double-team', 'light-screen', 'reflect', 'bide', 'skull-bash', 'leech-life', 'spore', 'flash', 'fury-swipes', 'rest', 'slash', 'substitute', 'thief', 'snore', 'curse', 'flail', 'protect', 'sludge-bomb', 'giga-drain', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'sweet-scent', 'metal-claw', 'synthesis', 'hidden-power', 'sunny-day', 'rock-smash', 'facade', 'nature-power', 'brick-break', 'knock-off', 'secret-power', 'aromatherapy', 'bullet-seed', 'aerial-ace', 'natural-gift', 'worry-seed', 'seed-bomb', 'x-scissor', 'energy-ball', 'cross-poison', 'captivate', 'grass-knot', 'bug-bite', 'hone-claws', 'wide-guard', 'venoshock', 'rage-powder', 'after-you', 'round', 'struggle-bug', 'rototiller', 'fell-stinger', 'grassy-terrain', 'confide']","Paras hastochukasomushrooms growing on its back. They drain nutrients from the host and control it into draining nutrients from trees. Their spores can be used to make medicine. In Alola, those spores do not grow properly."
47.0,Parasect,"['Bug', 'Grass']",https://img.pokemondb.net/sprites/home/normal/2x/parasect.jpg,"['effect-spore', 'dry-skin', 'damp']","['scratch', 'swords-dance', 'cut', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'hyper-beam', 'counter', 'absorb', 'mega-drain', 'leech-seed', 'growth', 'solar-beam', 'poison-powder', 'stun-spore', 'sleep-powder', 'string-shot', 'dig', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'light-screen', 'reflect', 'bide', 'skull-bash', 'leech-life', 'spore', 'flash', 'fury-swipes', 'rest', 'slash', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'giga-drain', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'sweet-scent', 'synthesis', 'hidden-power', 'sunny-day', 'rock-smash', 'facade', 'nature-power', 'brick-break', 'knock-off', 'secret-power', 'aromatherapy', 'bullet-seed', 'aerial-ace', 'natural-gift', 'worry-seed', 'seed-bomb', 'x-scissor', 'energy-ball', 'giga-impact', 'cross-poison', 'captivate', 'grass-knot', 'bug-bite', 'hone-claws', 'venoshock', 'rage-powder', 'after-you', 'round', 'struggle-bug', 'confide', 'throat-chop']","The tochukaso mushrooms have completely drained the Paras's body of its nutrients and taken it over. Groups of Parasect will gather around a tree, suck the nutrients out of it, and move to the next tree when it dies. Its spores can be made into medicine. Parasect in Alola are known to compete with Shiinotic, and have lower-quality spores. The bug is mostly dead, so removing the mushroom causes it to stop moving entirely."
48.0,Venonat,"['Bug', 'Poison']",https://img.pokemondb.net/sprites/home/normal/2x/venonat.jpg,"['compound-eyes', 'tinted-lens', 'run-away']","['headbutt', 'tackle', 'take-down', 'double-edge', 'supersonic', 'disable', 'psybeam', 'mega-drain', 'solar-beam', 'poison-powder', 'stun-spore', 'sleep-powder', 'string-shot', 'toxic', 'confusion', 'psychic', 'agility', 'rage', 'night-shade', 'mimic', 'screech', 'double-team', 'confuse-ray', 'reflect', 'bide', 'swift', 'leech-life', 'flash', 'psywave', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'foresight', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'sweet-scent', 'morning-sun', 'hidden-power', 'sunny-day', 'facade', 'endeavor', 'skill-swap', 'secret-power', 'poison-fang', 'signal-beam', 'natural-gift', 'toxic-spikes', 'bug-buzz', 'energy-ball', 'zen-headbutt', 'captivate', 'bug-bite', 'venoshock', 'rage-powder', 'acid-spray', 'round', 'struggle-bug', 'confide', 'infestation', 'lunge', 'skitter-smack', 'tera-blast', 'pounce', 'psychic-noise']","It uses its compounded eyes as a radar to locate prey in the dark, and can shoot light beams from them. It hunts for small bug Pokémon at night."
49.0,Venomoth,"['Bug', 'Poison']",https://img.pokemondb.net/sprites/home/normal/2x/venomoth.jpg,"['shield-dust', 'tinted-lens', 'wonder-skin']","['razor-wind', 'gust', 'whirlwind', 'headbutt', 'tackle', 'take-down', 'double-edge', 'supersonic', 'disable', 'psybeam', 'hyper-beam', 'mega-drain', 'solar-beam', 'poison-powder', 'stun-spore', 'sleep-powder', 'string-shot', 'toxic', 'confusion', 'psychic', 'agility', 'rage', 'teleport', 'night-shade', 'mimic', 'screech', 'double-team', 'confuse-ray', 'reflect', 'bide', 'swift', 'dream-eater', 'leech-life', 'flash', 'psywave', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'foresight', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'sweet-scent', 'hidden-power', 'twister', 'sunny-day', 'facade', 'endeavor', 'skill-swap', 'secret-power', 'poison-fang', 'air-cutter', 'silver-wind', 'signal-beam', 'aerial-ace', 'roost', 'natural-gift', 'tailwind', 'u-turn', 'toxic-spikes', 'air-slash', 'bug-buzz', 'energy-ball', 'giga-impact', 'zen-headbutt', 'defog', 'captivate', 'bug-bite', 'ominous-wind', 'venoshock', 'sludge-wave', 'quiver-dance', 'acid-spray', 'round', 'acrobatics', 'struggle-bug', 'confide', 'infestation', 'lunge', 'skitter-smack', 'tera-blast', 'pounce', 'psychic-noise']","Its wings have scales that leak venom when in contact with its opponent's skin. Lighter scales can cause paralysis, and darker ones are poisonous. A nocturnal Pokémon, it goes out at night to hunt for prey. It is attracted to bright lights."
